# --------------------------------------------------
# nrow : 900
# ncol : 75
# comment : Station list for covariate paper.
# time_generated : 2024-12-16 15:50:36
# author : Julien Lerat, CSIRO Environment
# source_file : D030_high_quality_station_selection.py
# --------------------------------------------------
STATIONID,LONGITUDE[arc_degree],LATITUDE[arc_degree],CATCHMENTAREA[km2],LONGITUDE_DEM[arc_degree],LATITUDE_DEM[arc_degree],ALTITUDE[m],COORDINATE_DEM_TYPE[-],CATCHMENTAREA_DEM[km2],LONGITUDE_CENTROID[arc_degree],LATITUDE_CENTROID[arc_degree],ALTITUDE_OUTLET[m],PATHLENGTH_MEAN[km],PATHLENGTH_MAX[km],ALTITUDE_MEAN[m],ALTITUDE_MIN[m],ALTITUDE_MAX[m],DAMS_WITHIN_CATCHMENT_CAPACITY[Mm3],RELIEF_RATIO[-],LANDUSE2013_PROP_08[-],LANDUSE2013_PROP_05[-],LANDUSE2013_PROP_07[-],LANDUSE2013_PROP_04[-],LANDUSE2013_PROP_06[-],LANDUSE2013_PROP_02[-],LANDUSE2013_PROP_03[-],LANDUSE2013_PROP_01[-],LANDUSE2013_PROP_00[-],IS_VALID[-],STREAMFLOW_NLININTERP[-],STREAMFLOW_NVALID[-],PRECIPITATION_MEAN[mm/yr],E0_MEAN[mm/yr],STREAMFLOW_MEAN[mm/yr],STREAMFLOW_MAX[m3/sec],NORMSTREAMFLOW_MAX[m3/sec/km2],RUNOFF_COEFFICIENT[-],ARIDITY_INDEX[-],CATCHMENTAREA_VALID[km2],NDAYSMAX_ZERO_CONSECUTIVE[day],STATION_COORD_DEM_ERROR[km],GAUGING_MAX_BoM[m3/sec],GAUGING_MAX_PROVIDER[m3/sec],XOUTLET_EPSG28356[m],YOUTLET_EPSG28356[m],XCENTROID_EPSG28356[m],YCENTROID_EPSG28356[m],DISTANCE_OUTLET_TO_CENTROID[km],RATIO_OUTLET_DISTANCE_VS_SQRTAREA[-],RATIO_MAXPATH_VS_SQRTAREA[-],DISTANCE_OUTLET_FROM_COAST[km],DISTANCE_CENTROID_FROM_COAST[km],DURATION[yr],STREAMFLOW_MEAN_AMS_DURATION[yr],STREAMFLOW_MAX_AMS_DURATION[yr],NAME,STATE,DATA_PROVIDER[-],START[-],COMMENT[-],END[-],CONTROL_SECTION[-],BASIN[-],GEOFABRIC_RIVER[-],DAMS_WITHIN_CATCHMENT[-],STATIONID_ALTERNATIVE[-],DATA_AVAILABILITY[-],DAILYMEAN_PROVIDER_QUALITY_ASSESSMENT[-],DAILYMEAN_BOM_QUALITY_ASSESSMENT[-],DAILYMAX_PROVIDER_QUALITY_ASSESSMENT[-],DAILYMAX_BOM_QUALITY_ASSESSMENT[-],STREAMFLOW_MAX_DATE[-],WATER_YEAR_START[-],IS_ARR,CATCHMENTAREA_ARR[km2],GAUGING_RATIO[-]
210018,151.21530,-31.91570,764.00000,151.22000,-31.91750,392.28101,3.00000,710.36548,151.32074,-31.83436,694.84967,35.29838,64.12917,867.97229,444.80310,1440.08301,,0.06443,0.83452,0.16309,0.00186,0.00044,0.00000,0.00000,0.00009,0.00000,0.00000,1.00000,0.00000,22579.00000,919.84241,1376.88477,158.05997,768.09399,1.00536,0.17183,0.66806,764.00000,30.00000,0.48725,146.96439,146.96439,331259.37500,6467518.50000,341090.25000,6476695.50000,13.44847,0.48655,2.32011,120.11255,116.87122,66.68857,37.00000,46.00000,Hunter River At Moonam Dam Site,NSW,WaterNSW,1940-06-15 00:00:00,Co-ordinates at benchmark.,2007-02-22 00:00:00,"ROCK&CONCRETE
",Hunter River,nan,nan,210018,streamflow_dailymean_waternsw_9am=30496/streamflow_dailymax_waternsw_9am=25762/streamflow_dailymax_bom_9am=29535/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=47150/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=1078,discard=6945",nan,"islin=1075,discard=5753",islin=855,2001-03-25,JAN,0.00000,,0.19134
210022,151.51289,-32.30630,205.00000,151.50999,-32.30750,119.23800,1.00000,177.44041,151.47728,-32.19369,229.84270,22.18268,42.20108,904.17029,228.37140,1585.40002,,0.03110,0.82410,0.17555,0.00035,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,28611.00000,1170.65393,1429.31323,459.68768,695.52014,3.39278,0.39268,0.81903,205.00000,70.00000,0.30376,253.66220,253.66220,359997.62500,6424641.50000,356466.78125,6437078.50000,12.92877,0.90298,2.94745,68.57070,81.14099,83.06913,67.00000,69.00000,Allyn River At Halton,NSW,WaterNSW,1940-12-12 00:00:00,elevation is benchmark,2024-01-07 00:00:00,"ROCK BAR D/S
",Hunter River,Allyn River (Hunter River),nan,210022,streamflow_dailymean_waternsw_9am=30287/streamflow_dailymean_bom_9am=29986/streamflow_dailymax_waternsw_9am=26032/streamflow_dailymax_bom_9am=30179/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48869/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=1550,discard=7257",islin=1386,"islin=1466,discard=6185",islin=1271,1978-03-20,JUL,1.00000,205.00000,0.36471
210029,151.08990,-32.12340,246.00000,151.09000,-32.12500,13.42600,1.00000,234.86134,151.22020,-32.14082,263.90781,21.83635,37.55443,678.04468,262.81549,1408.13904,,0.03279,0.75026,0.24868,0.00106,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,6914.00000,1225.19214,1482.18970,406.48444,650.35730,2.64373,0.33177,0.82661,246.00000,47.00000,0.17767,2989.71411,34.60317,319808.28125,6444288.50000,332134.03125,6442568.00000,12.44526,0.79348,2.39438,107.78210,98.77060,28.90897,0.00000,0.00000,Rouchel Brook At Upper Rouchel,NSW,WaterNSW,1950-10-02 00:00:00,nan,1979-08-30 00:00:00,"CONCRETE
",Hunter River,Rouchel Brook (Hunter River),nan,210029,streamflow_dailymean_waternsw_9am=10560/streamflow_dailymean_bom_9am=10544/streamflow_dailymax_waternsw_9am=9707/streamflow_dailymax_bom_9am=10546/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48362/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=3669,discard=2",islin=3648,islin=4152,islin=3347,1956-02-19,NA,0.00000,,4.59703
210034,150.36411,-32.51970,640.00000,150.36250,-32.52000,11.23300,1.00000,620.83160,150.34613,-32.68223,253.17650,28.97237,59.41512,491.92477,154.30730,1099.16895,,0.06288,0.96984,0.02158,0.00807,0.00050,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,4546.00000,1069.81763,1515.89844,109.88268,332.44873,0.51945,0.10271,0.70573,640.00000,114.00000,0.15402,41.20369,41.20369,252402.59375,6398894.00000,251164.26562,6380827.00000,18.10943,0.71584,2.34859,135.89903,130.42442,24.52567,0.00000,0.00000,Widden Brook At Widden,NSW,WaterNSW,1954-09-19 00:00:00,nan,1979-03-30 00:00:00,"CONCRETE
",Hunter River,Widden Brook (Hunter River),nan,210034,streamflow_dailymean_waternsw_9am=8976/streamflow_dailymean_bom_9am=7515/streamflow_dailymax_waternsw_9am=8381/streamflow_dailymax_bom_9am=7539/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=46690/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=2982,discard=1461",islin=3040,"islin=3225,discard=1422",islin=2884,1971-01-30,NA,0.00000,,0.12394
210039,151.11040,-32.00180,1180.00000,151.11000,-32.00250,293.25101,1.00000,1147.00134,151.28151,-31.87878,461.39941,57.00831,101.68360,812.04413,329.28671,1511.65906,,0.08600,0.81272,0.18485,0.00182,0.00055,0.00000,0.00000,0.00006,0.00000,0.00000,1.00000,0.00000,8741.00000,867.10809,1375.05005,108.00186,932.16101,0.78997,0.12455,0.63060,1180.00000,79.00000,0.08633,376.95602,376.95602,321506.37500,6457804.50000,337455.37500,6471713.00000,21.16153,0.61604,2.96012,117.34451,119.20397,24.35592,12.00000,10.00000,Hunter River At Belltrees,NSW,WaterNSW,1999-08-04 00:00:00,Co-ordinates at benchmark.,2023-12-12 00:00:00,"CONCRETE
",Hunter River,Hunter River (Hunter River),nan,210039,streamflow_dailymean_waternsw_9am=8897/streamflow_dailymean_bom_9am=8660/streamflow_dailymax_waternsw_9am=7361/streamflow_dailymax_bom_9am=8840/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=47478/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=30,discard=132",islin=42,"islin=21,discard=130",islin=143,2001-03-25,JAN,0.00000,,0.40439
210040,150.63542,-32.26927,676.00000,150.63499,-32.26750,144.92000,1.00000,641.64905,150.62685,-32.05441,221.31090,41.08004,72.10097,439.33163,187.55920,1124.31494,,0.07697,0.50044,0.47810,0.01597,0.00549,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,19954.00000,750.53436,1540.83630,47.94915,1577.52905,2.33362,0.06389,0.48710,676.00000,209.00000,0.20027,278.93518,278.93518,277280.59375,6427262.50000,275947.59375,6451070.00000,23.84459,0.91710,2.77311,129.28870,144.27866,68.16153,39.00000,39.00000,Wybong Creek At Wybong,NSW,WaterNSW,1955-07-02 00:00:00,Funding source WSPState Water has strong interest in Information,2023-08-30 00:00:00,"Rock bar
",Hunter River,Wybong Creek (Hunter River),nan,210040,streamflow_dailymean_waternsw_9am=24974/streamflow_dailymean_bom_9am=24022/streamflow_dailymax_waternsw_9am=21935/streamflow_dailymax_bom_9am=24224/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=47308/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=4518,discard=4215",islin=4169,"islin=4159,discard=3658",islin=4109,2021-11-26,JUL,1.00000,676.00000,0.17682
210048,151.05949,-32.85810,1064.00000,151.06000,-32.86000,11.30700,1.00000,1044.70837,151.17216,-32.95218,218.37219,37.24238,76.34321,214.38826,22.85294,590.62640,,0.13446,0.93971,0.05723,0.00024,0.00150,0.00000,0.00126,0.00006,0.00000,0.00000,1.00000,0.00000,12764.00000,945.70490,1447.53735,102.14461,1535.29846,1.44295,0.10801,0.65332,1064.00000,275.00000,0.21585,181.71297,181.71297,318422.56250,6362775.00000,329147.75000,6352531.50000,14.83105,0.45468,2.34045,60.99379,47.67032,59.68241,26.00000,26.00000,Wollombi Brook At Paynes Crossing,NSW,WaterNSW,1940-03-02 00:00:00,station discontinued please see 210135,1999-11-07 00:00:00,"bm bolt in rock behind hutrl 30.365 ass
",Hunter River,Wollombi Brook (Hunter River),nan,210048,streamflow_dailymean_waternsw_9am=21799/streamflow_dailymean_bom_9am=14507/streamflow_dailymax_waternsw_9am=20419/streamflow_dailymax_bom_9am=15801/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48964/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=2777,discard=7326",islin=1863,"islin=1867,discard=7247",islin=2948,1946-04-18,OCT,0.00000,,0.11836
210052,150.99760,-32.01030,1050.00000,150.99750,-32.01250,227.50200,1.00000,1033.11230,151.00160,-31.79280,582.35358,48.50046,78.80712,687.36865,276.80551,1438.80505,,0.06782,0.67955,0.31622,0.00196,0.00080,0.00000,0.00147,0.00000,0.00000,0.00000,1.00000,0.00000,21167.00000,766.13812,1501.16956,68.38289,1437.78601,1.36932,0.08926,0.51036,1050.00000,356.00000,0.24414,481.38626,481.38626,310866.78125,6456670.50000,310800.00000,6480791.50000,24.12147,0.74440,2.43204,123.00679,142.32088,64.92539,41.00000,44.00000,Pages River At Gundy Recorder,NSW,WaterNSW,1958-09-26 00:00:00,Co-ordinates at benchmark.,2023-08-30 00:00:00,"CONCRETE&ROCK
",Hunter River,Pages River (Hunter River),nan,210052,streamflow_dailymean_waternsw_9am=23555/streamflow_dailymean_bom_9am=21823/streamflow_dailymax_waternsw_9am=20461/streamflow_dailymax_bom_9am=22271/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=47244/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=791,discard=6799",islin=712,"islin=615,discard=5958",islin=936,2022-08-05,APR,0.00000,,0.33481
210076,150.98241,-32.33625,13.00000,150.98250,-32.33750,133.58000,3.00000,12.58387,150.98401,-32.32339,364.27579,3.47019,7.53948,365.18729,196.30119,688.51001,,0.01532,0.93722,0.05381,0.00897,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,19594.00000,665.96301,1532.48242,109.67940,88.35138,6.79626,0.16469,0.43456,13.00000,190.00000,0.13888,8.63426,8.63426,310109.68750,6420504.00000,310233.46875,6421932.50000,1.43408,0.39774,2.09108,98.56734,99.32766,55.28268,40.00000,35.00000,Antiene Creek At Liddell,NSW,WaterNSW,1968-08-17 00:00:00,AHD elevation at BM210076. Site location taken at Site Shelter.,2023-11-29 00:00:00,"V-NOTCH
",Hunter River,nan,nan,210076,streamflow_dailymean_waternsw_9am=20192/streamflow_dailymean_bom_9am=19797/streamflow_dailymax_waternsw_9am=16323/streamflow_dailymax_bom_9am=20144/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48481/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=432,discard=306",islin=315,"islin=226,discard=284",islin=324,2007-06-09,JUL,1.00000,13.00000,0.09773
210079,151.59200,-32.54450,956.00000,151.59250,-32.54500,19.89500,1.00000,930.98676,151.49294,-32.31401,51.96717,56.22736,119.38101,506.54160,31.35119,1585.40002,20.22501,0.07682,0.58355,0.41064,0.00074,0.00216,0.00000,0.00000,0.00291,0.00000,0.00000,1.00000,0.00000,25959.00000,1008.07593,1436.43445,253.12207,1894.39026,1.98158,0.25109,0.70179,956.00000,31.00000,0.07265,850.63647,850.63647,367793.18750,6398334.00000,358130.34375,6423760.50000,27.20047,0.87973,3.86106,42.08743,68.76294,95.62218,56.00000,54.00000,Paterson River At Gostwyck,NSW,WaterNSW,1928-05-24 00:00:00,nan,2024-01-07 00:00:00,"Rock bar with sandy banks 80 m D/S
",Hunter River,Paterson River (Hunter River),Lostock,210079,streamflow_dailymean_waternsw_9am=34879/streamflow_dailymean_bom_9am=26416/streamflow_dailymax_waternsw_9am=30992/streamflow_dailymax_bom_9am=26790/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48985/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=613,discard=12428",islin=469,"islin=482,discard=11716",islin=730,1985-10-14,OCT,1.00000,956.00000,0.44903
210080,151.28336,-32.47159,80.00000,151.28500,-32.47250,69.76200,3.00000,67.07147,151.28363,-32.42782,186.30409,8.54939,15.91230,254.09540,131.80969,617.31030,,0.03278,0.27469,0.72531,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,16533.00000,884.62933,1531.47717,173.04668,1121.96985,14.02462,0.19561,0.57763,80.00000,189.00000,0.18425,59.25921,59.25921,338679.28125,6405992.50000,338626.62500,6410845.50000,4.85354,0.54264,1.77905,67.19745,70.52783,54.47502,38.00000,36.00000,West Brook At U/S Glendon Brook,NSW,WaterNSW,1969-06-05 00:00:00,AHD site elevation taken at BM on rock adjacent to 0-1m river gauge. Site location at Site Shelter.,2023-11-26 00:00:00,"ROCK BAR
",Hunter River,nan,nan,210080,streamflow_dailymean_waternsw_9am=19933/streamflow_dailymean_bom_9am=18826/streamflow_dailymax_waternsw_9am=17228/streamflow_dailymax_bom_9am=19300/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48941/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=2946,discard=1024",islin=2506,"islin=1725,discard=985",islin=2237,2015-04-21,OCT,1.00000,80.00000,0.05282
210089,151.32625,-32.71619,220.00000,151.32249,-32.71500,34.36000,3.00000,250.08830,151.32173,-32.79092,39.74968,15.70508,30.22533,64.88267,17.25887,203.56210,,0.16224,0.53806,0.38186,0.00025,0.02941,0.00000,0.04844,0.00148,0.00049,0.00000,1.00000,0.00000,10535.00000,821.08704,1440.86292,121.53605,691.93524,3.14516,0.14802,0.56986,220.00000,65.00000,0.37549,56.12269,56.12269,343137.25000,6378937.00000,342844.90625,6370644.50000,8.29758,0.55942,2.03779,47.61793,43.54915,51.65777,23.00000,24.00000,Black Creek At Rothbury,NSW,WaterNSW,1972-03-30 00:00:00,AHD site elevation taken at BM metal spike in junction pit. Site location at Site Shelter.,2023-11-26 00:00:00,"rock bar
",Hunter River,nan,nan,210089,streamflow_dailymean_waternsw_9am=18868/streamflow_dailymean_bom_9am=10745/streamflow_dailymax_waternsw_9am=16864/streamflow_dailymax_bom_9am=10939/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48917/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=410,discard=8038",islin=324,"islin=225,discard=7974",islin=442,2007-06-10,OCT,0.00000,,0.08111
210091,150.35298,-32.13428,465.00000,150.35249,-32.13250,247.00000,1.00000,444.80176,150.39259,-31.98249,338.64581,26.74761,50.87959,509.68811,280.00009,1126.37000,,0.06012,0.39296,0.51429,0.05081,0.03913,0.00000,0.00281,0.00000,0.00000,0.00000,1.00000,0.00000,8487.00000,702.35364,1540.92969,52.61920,1313.28296,2.82426,0.07492,0.45580,465.00000,80.00000,0.20259,445.60184,445.60184,250301.03125,6441611.00000,253631.79688,6458534.50000,17.24847,0.79988,2.35948,159.62253,166.61287,43.30458,16.00000,14.00000,Merriwa River At Merriwa,NSW,WaterNSW,1980-09-17 00:00:00,Discontinued 2/1/1992 - Restarted 19/8/2010; HNE,2024-01-07 00:00:00,"ROCK
",Hunter River,Merriwa River (Hunter River),nan,210091,streamflow_dailymean_waternsw_9am=15776/streamflow_dailymean_bom_9am=9014/streamflow_dailymax_waternsw_9am=14282/streamflow_dailymax_bom_9am=15819/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=46658/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=784,discard=8867",islin=565,"islin=568,discard=8468",islin=7431,2021-11-26,APR,0.00000,,0.33930
210114,151.31247,-32.26259,34.71000,151.31250,-32.26250,238.00200,1.00000,33.70035,151.32024,-32.22327,848.91870,6.86565,13.39256,907.92273,481.19681,1395.84595,,0.01464,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,12073.00000,1092.98828,1462.93738,287.04846,102.03714,2.93970,0.26263,0.74712,34.71000,126.00000,0.01037,5.49769,5.49769,341049.75000,6429208.00000,341712.56250,6433578.50000,4.42075,0.75036,2.27319,82.72429,85.90200,42.91581,29.00000,29.00000,Carrow Brook At Carrowbrook,NSW,WaterNSW,1981-02-06 00:00:00,AHD site elevation and site location taken at BM at shelter.,2024-01-07 00:00:00,"GRAVEL
",Hunter River,Carrow Brook (Hunter River),nan,210114,streamflow_dailymean_waternsw_9am=15627/streamflow_dailymean_bom_9am=13199/streamflow_dailymax_waternsw_9am=13557/streamflow_dailymax_bom_9am=15583/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48690/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=1704,discard=2479",islin=1220,"islin=604,discard=2458",islin=1076,2022-03-08,JUL,0.00000,,0.05388
210135,151.06470,-32.84032,1088.00000,151.06500,-32.84250,89.16200,1.00000,1055.57996,151.17108,-32.95113,77.05173,39.05195,78.51778,213.54828,22.85294,590.62640,,0.13829,0.94031,0.05666,0.00024,0.00148,0.00000,0.00125,0.00006,0.00000,0.00000,1.00000,0.00000,9501.00000,927.67517,1411.99609,70.13930,909.86597,0.83627,0.07561,0.65700,1088.00000,178.00000,0.24350,248.84259,248.84259,318872.15625,6364755.50000,329043.84375,6352646.50000,15.81451,0.47945,2.38042,61.30540,47.79960,27.94524,22.00000,20.00000,Wollombi Brook At D/S Brickmans Bridge,NSW,WaterNSW,1995-11-17 00:00:00,AHD site elevation taken at BM adjacent to instrument shelter. Site coordinates taken at Shelter.,2023-10-28 00:00:00,"NATURAL SAND BAR
",Hunter River,Wollombi Brook (Hunter River),nan,210135,streamflow_dailymean_waternsw_9am=10207/streamflow_dailymean_bom_9am=10009/streamflow_dailymax_waternsw_9am=8889/streamflow_dailymax_bom_9am=10117/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48964/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=974,discard=181",islin=615,"islin=299,discard=156",islin=453,2022-07-06,OCT,0.00000,,0.27349
